,date,visitor_team,visitor_team_points,home_team,home_team_points,attendance,arena
2183,20151102,Cleveland Cavaliers,107,Philadelphia 76ers,100,"18,094",Wells Fargo Center
2184,20151102,Milwaukee Bucks,103,Brooklyn Nets,96,"12,576",Barclays Center
2185,20151102,San Antonio Spurs,94,New York Knicks,84,"19,812",Madison Square Garden (IV)
2186,20151102,Oklahoma City Thunder,105,Houston Rockets,110,"17,224",Toyota Center
2187,20151102,Portland Trail Blazers,106,Minnesota Timberwolves,101,"18,903",Target Center
2188,20151102,Memphis Grizzlies,69,Golden State Warriors,119,"19,596",Oracle Arena
2189,20151102,Phoenix Suns,96,Los Angeles Clippers,102,"19,060",STAPLES Center
2190,20151103,Chicago Bulls,105,Charlotte Hornets,130,"15,136",Time Warner Cable Arena
2191,20151103,Indiana Pacers,94,Detroit Pistons,82,"13,325",The Palace of Auburn Hills
2192,20151103,Atlanta Hawks,98,Miami Heat,92,"19,600",AmericanAirlines Arena
2193,20151103,Orlando Magic,103,New Orleans Pelicans,94,"16,876",Smoothie King Center
2194,20151103,Toronto Raptors,102,Dallas Mavericks,91,"20,034",American Airlines Center
2195,20151103,Memphis Grizzlies,103,Sacramento Kings,89,"17,317",Sleep Train Arena
2196,20151103,Denver Nuggets,120,Los Angeles Lakers,109,"18,997",STAPLES Center
2197,20151104,Boston Celtics,98,Indiana Pacers,100,"14,022",Bankers Life Fieldhouse
2198,20151104,San Antonio Spurs,99,Washington Wizards,102,"17,721",Verizon Center
2199,20151104,Brooklyn Nets,87,Atlanta Hawks,101,"14,044",Philips Arena
2200,20151104,New York Knicks,86,Cleveland Cavaliers,96,"20,562",Quicken Loans Arena
2201,20151104,Orlando Magic,114,Houston Rockets,119,"16,735",Toyota Center
2202,20151104,Philadelphia 76ers,87,Milwaukee Bucks,91,"12,437",BMO Harris Bradley Center
2203,20151104,Toronto Raptors,103,Oklahoma City Thunder,98,"18,203",Chesapeake Energy Arena
2204,20151104,Sacramento Kings,97,Phoenix Suns,118,"16,497",Talking Stick Resort Arena
2205,20151104,Portland Trail Blazers,108,Utah Jazz,92,"19,911",Vivint Smart Home Arena
2206,20151104,Los Angeles Clippers,108,Golden State Warriors,112,"19,596",Oracle Arena
2207,20151105,Oklahoma City Thunder,98,Chicago Bulls,104,"21,861",United Center
2208,20151105,Miami Heat,96,Minnesota Timberwolves,84,"11,794",Target Center
2209,20151105,Charlotte Hornets,108,Dallas Mavericks,94,"19,635",American Airlines Center
2210,20151105,Utah Jazz,96,Denver Nuggets,84,"9,906",Pepsi Center
2211,20151105,Memphis Grizzlies,96,Portland Trail Blazers,115,"19,393",Moda Center
2212,20151106,Toronto Raptors,87,Orlando Magic,92,"16,578",Amway Center
2213,20151106,Washington Wizards,98,Boston Celtics,118,"18,624",TD Garden
2214,20151106,Los Angeles Lakers,104,Brooklyn Nets,98,"17,732",Barclays Center
2215,20151106,Philadelphia 76ers,102,Cleveland Cavaliers,108,"20,562",Quicken Loans Arena
2216,20151106,Milwaukee Bucks,99,New York Knicks,92,"19,812",Madison Square Garden (IV)
2217,20151106,Miami Heat,87,Indiana Pacers,90,"16,914",Bankers Life Fieldhouse
2218,20151106,Atlanta Hawks,121,New Orleans Pelicans,115,"16,983",Smoothie King Center
2219,20151106,Detroit Pistons,100,Phoenix Suns,92,"16,676",Talking Stick Resort Arena
2220,20151106,Denver Nuggets,104,Golden State Warriors,119,"19,596",Oracle Arena
2221,20151106,Houston Rockets,116,Sacramento Kings,110,"16,983",Sleep Train Arena
2222,20151107,Minnesota Timberwolves,102,Chicago Bulls,93,"21,988",United Center
2223,20151107,Orlando Magic,105,Philadelphia 76ers,97,"15,207",Wells Fargo Center
2224,20151107,Washington Wizards,99,Atlanta Hawks,114,"18,047",Philips Arena
2225,20151107,New Orleans Pelicans,98,Dallas Mavericks,107,"20,454",American Airlines Center
2226,20151107,Brooklyn Nets,86,Milwaukee Bucks,94,"15,228",BMO Harris Bradley Center
2227,20151107,Charlotte Hornets,94,San Antonio Spurs,114,"18,418",AT&T Center
2228,20151107,Memphis Grizzlies,79,Utah Jazz,89,"19,456",Vivint Smart Home Arena
2229,20151107,Golden State Warriors,103,Sacramento Kings,94,"17,317",Sleep Train Arena
2230,20151107,Houston Rockets,109,Los Angeles Clippers,105,"19,361",STAPLES Center
2231,20151108,Indiana Pacers,97,Cleveland Cavaliers,101,"20,562",Quicken Loans Arena
2232,20151108,Los Angeles Lakers,95,New York Knicks,99,"19,812",Madison Square Garden (IV)
2233,20151108,Toronto Raptors,76,Miami Heat,96,"19,600",AmericanAirlines Arena
2234,20151108,Phoenix Suns,103,Oklahoma City Thunder,124,"18,203",Chesapeake Energy Arena
2235,20151108,Detroit Pistons,120,Portland Trail Blazers,103,"19,393",Moda Center
2236,20151109,Orlando Magic,84,Indiana Pacers,97,"13,104",Bankers Life Fieldhouse
2237,20151109,Chicago Bulls,111,Philadelphia 76ers,88,"13,879",Wells Fargo Center
2238,20151109,Minnesota Timberwolves,117,Atlanta Hawks,107,"12,016",Philips Arena
2239,20151109,Portland Trail Blazers,104,Denver Nuggets,108,"9,153",Pepsi Center
2240,20151109,San Antonio Spurs,106,Sacramento Kings,88,"17,317",Sleep Train Arena
2241,20151109,Detroit Pistons,95,Golden State Warriors,109,"19,596",Oracle Arena
2242,20151109,Memphis Grizzlies,92,Los Angeles Clippers,94,"19,060",STAPLES Center
2243,20151110,Utah Jazz,114,Cleveland Cavaliers,118,"20,562",Quicken Loans Arena
2244,20151110,Oklahoma City Thunder,125,Washington Wizards,101,"20,356",Verizon Center
2245,20151110,Los Angeles Lakers,88,Miami Heat,101,"19,825",AmericanAirlines Arena
2246,20151110,New York Knicks,111,Toronto Raptors,109,"19,800",Air Canada Centre
2247,20151110,Boston Celtics,99,Milwaukee Bucks,83,"11,822",BMO Harris Bradley Center
2248,20151110,Charlotte Hornets,104,Minnesota Timberwolves,95,"14,722",Target Center
2249,20151110,Dallas Mavericks,105,New Orleans Pelicans,120,"17,128",Smoothie King Center
2250,20151111,New York Knicks,93,Charlotte Hornets,95,"16,643",Time Warner Cable Arena
2251,20151111,Los Angeles Lakers,99,Orlando Magic,101,"18,846",Amway Center
2252,20151111,Toronto Raptors,119,Philadelphia 76ers,103,"12,744",Wells Fargo Center
2253,20151111,Indiana Pacers,102,Boston Celtics,91,"17,879",TD Garden
2254,20151111,New Orleans Pelicans,98,Atlanta Hawks,106,"15,597",Philips Arena
2255,20151111,Los Angeles Clippers,108,Dallas Mavericks,118,"19,805",American Airlines Center
2256,20151111,Brooklyn Nets,106,Houston Rockets,98,"18,155",Toyota Center
2257,20151111,Golden State Warriors,100,Memphis Grizzlies,84,"18,119",FedEx Forum
2258,20151111,Milwaukee Bucks,102,Denver Nuggets,103,"9,403",Pepsi Center
2259,20151111,Detroit Pistons,92,Sacramento Kings,101,"17,317",Sleep Train Arena
2260,20151111,San Antonio Spurs,113,Portland Trail Blazers,101,"19,393",Moda Center
2261,20151112,Utah Jazz,91,Miami Heat,92,"19,600",AmericanAirlines Arena
2262,20151112,Golden State Warriors,129,Minnesota Timberwolves,116,"16,130",Target Center
2263,20151112,Los Angeles Clippers,104,Phoenix Suns,118,"17,204",Talking Stick Resort Arena
2264,20151113,Minnesota Timberwolves,103,Indiana Pacers,107,"16,797",Bankers Life Fieldhouse
2265,20151113,Utah Jazz,93,Orlando Magic,102,"16,709",Amway Center
2266,20151113,Atlanta Hawks,93,Boston Celtics,106,"17,138",TD Garden
2267,20151113,Cleveland Cavaliers,90,New York Knicks,84,"19,812",Madison Square Garden (IV)
2268,20151113,New Orleans Pelicans,81,Toronto Raptors,100,"19,800",Air Canada Centre
2269,20151113,Charlotte Hornets,97,Chicago Bulls,102,"21,749",United Center
2270,20151113,Portland Trail Blazers,100,Memphis Grizzlies,101,"16,919",FedEx Forum
2271,20151113,Philadelphia 76ers,85,Oklahoma City Thunder,102,"18,203",Chesapeake Energy Arena
2272,20151113,Los Angeles Lakers,82,Dallas Mavericks,90,"20,260",American Airlines Center
2273,20151113,Houston Rockets,98,Denver Nuggets,107,"16,113",Pepsi Center
2274,20151113,Brooklyn Nets,109,Sacramento Kings,111,"17,131",Sleep Train Arena
2275,20151114,Detroit Pistons,96,Los Angeles Clippers,101,"19,060",STAPLES Center
2276,20151114,Orlando Magic,99,Washington Wizards,108,"18,311",Verizon Center
2277,20151114,Dallas Mavericks,110,Houston Rockets,98,"18,231",Toyota Center
2278,20151114,Cleveland Cavaliers,105,Milwaukee Bucks,108,"18,717",BMO Harris Bradley Center
2279,20151114,Philadelphia 76ers,83,San Antonio Spurs,92,"18,418",AT&T Center
2280,20151114,Denver Nuggets,81,Phoenix Suns,105,"16,722",Talking Stick Resort Arena
2281,20151114,Brooklyn Nets,99,Golden State Warriors,107,"19,596",Oracle Arena
2282,20151115,New Orleans Pelicans,87,New York Knicks,95,"19,812",Madison Square Garden (IV)
2283,20151115,Memphis Grizzlies,114,Minnesota Timberwolves,106,"12,086",Target Center
2284,20151115,Portland Trail Blazers,94,Charlotte Hornets,106,"15,317",Time Warner Cable Arena
2285,20151115,Utah Jazz,97,Atlanta Hawks,96,"14,436",Philips Arena
2286,20151115,Boston Celtics,100,Oklahoma City Thunder,85,"18,203",Chesapeake Energy Arena
2287,20151115,Toronto Raptors,101,Sacramento Kings,107,"17,006",Sleep Train Arena
2288,20151115,Detroit Pistons,85,Los Angeles Lakers,97,"18,997",STAPLES Center
2289,20151116,Dallas Mavericks,92,Philadelphia 76ers,86,"11,555",Wells Fargo Center
2290,20151116,Indiana Pacers,95,Chicago Bulls,96,"21,660",United Center
2291,20151116,Boston Celtics,111,Houston Rockets,95,"17,005",Toyota Center
2292,20151116,Oklahoma City Thunder,114,Memphis Grizzlies,122,"17,270",FedEx Forum
2293,20151116,Portland Trail Blazers,80,San Antonio Spurs,93,"18,418",AT&T Center
2294,20151116,Los Angeles Lakers,101,Phoenix Suns,120,"18,055",Talking Stick Resort Arena
2295,20151117,Milwaukee Bucks,86,Washington Wizards,115,"15,485",Verizon Center
2296,20151117,Atlanta Hawks,88,Brooklyn Nets,90,"12,241",Barclays Center
2297,20151117,Cleveland Cavaliers,99,Detroit Pistons,104,"18,442",The Palace of Auburn Hills
2298,20151117,Minnesota Timberwolves,103,Miami Heat,91,"19,600",AmericanAirlines Arena
2299,20151117,Charlotte Hornets,94,New York Knicks,102,"19,812",Madison Square Garden (IV)
2300,20151117,Denver Nuggets,115,New Orleans Pelicans,98,"17,269",Smoothie King Center
2301,20151117,Toronto Raptors,110,Golden State Warriors,115,"19,596",Oracle Arena
2302,20151118,Brooklyn Nets,111,Charlotte Hornets,116,"14,040",Time Warner Cable Arena
2303,20151118,Minnesota Timberwolves,101,Orlando Magic,104,"16,048",Amway Center
2304,20151118,Indiana Pacers,112,Philadelphia 76ers,85,"11,080",Wells Fargo Center
2305,20151118,Dallas Mavericks,106,Boston Celtics,102,"17,262",TD Garden
2306,20151118,Sacramento Kings,97,Atlanta Hawks,103,"13,008",Philips Arena
2307,20151118,Portland Trail Blazers,103,Houston Rockets,108,"17,107",Toyota Center
2308,20151118,New Orleans Pelicans,103,Oklahoma City Thunder,110,"18,203",Chesapeake Energy Arena
2309,20151118,Denver Nuggets,98,San Antonio Spurs,109,"18,418",AT&T Center
2310,20151118,Toronto Raptors,89,Utah Jazz,93,"18,741",Vivint Smart Home Arena
2311,20151118,Chicago Bulls,103,Phoenix Suns,97,"17,377",Talking Stick Resort Arena
2312,20151119,Sacramento Kings,109,Miami Heat,116,"19,600",AmericanAirlines Arena
2313,20151119,Milwaukee Bucks,100,Cleveland Cavaliers,115,"20,562",Quicken Loans Arena
2314,20151119,Golden State Warriors,124,Los Angeles Clippers,117,"19,528",STAPLES Center
2315,20151120,Philadelphia 76ers,88,Charlotte Hornets,113,"17,926",Time Warner Cable Arena
2316,20151120,Brooklyn Nets,95,Boston Celtics,120,"18,361",TD Garden
2317,20151120,Houston Rockets,84,Memphis Grizzlies,96,"17,555",FedEx Forum
2318,20151120,Detroit Pistons,96,Minnesota Timberwolves,86,"13,445",Target Center
2319,20151120,San Antonio Spurs,90,New Orleans Pelicans,104,"16,698",Smoothie King Center
2320,20151120,New York Knicks,93,Oklahoma City Thunder,90,"18,203",Chesapeake Energy Arena
2321,20151120,Utah Jazz,93,Dallas Mavericks,102,"20,028",American Airlines Center
2322,20151120,Phoenix Suns,114,Denver Nuggets,107,"12,264",Pepsi Center
2323,20151120,Los Angeles Clippers,91,Portland Trail Blazers,102,"19,393",Moda Center
2324,20151120,Chicago Bulls,94,Golden State Warriors,106,"19,596",Oracle Arena
2325,20151120,Toronto Raptors,102,Los Angeles Lakers,91,"18,997",STAPLES Center
2326,20151121,Sacramento Kings,97,Orlando Magic,91,"16,104",Amway Center
2327,20151121,Milwaukee Bucks,86,Indiana Pacers,123,"17,137",Bankers Life Fieldhouse
2328,20151121,Atlanta Hawks,97,Cleveland Cavaliers,109,"20,562",Quicken Loans Arena
2329,20151121,Washington Wizards,97,Detroit Pistons,95,"15,890",The Palace of Auburn Hills
2330,20151121,New York Knicks,107,Houston Rockets,102,"18,226",Toyota Center
2331,20151121,Philadelphia 76ers,91,Miami Heat,96,"19,673",AmericanAirlines Arena
2332,20151121,Memphis Grizzlies,82,San Antonio Spurs,92,"18,418",AT&T Center
2333,20151122,Toronto Raptors,91,Los Angeles Clippers,80,"19,060",STAPLES Center
2334,20151122,Boston Celtics,101,Brooklyn Nets,111,"14,866",Barclays Center
2335,20151122,Phoenix Suns,116,New Orleans Pelicans,122,"16,680",Smoothie King Center
2336,20151122,Dallas Mavericks,114,Oklahoma City Thunder,117,"18,203",Chesapeake Energy Arena
2337,20151122,Golden State Warriors,118,Denver Nuggets,105,"17,689",Pepsi Center
2338,20151122,Portland Trail Blazers,107,Los Angeles Lakers,93,"18,997",STAPLES Center
2339,20151123,Sacramento Kings,122,Charlotte Hornets,127,"14,163",Time Warner Cable Arena
2340,20151123,Orlando Magic,103,Cleveland Cavaliers,117,"20,562",Quicken Loans Arena
2341,20151123,New York Knicks,78,Miami Heat,95,"19,777",AmericanAirlines Arena
2342,20151123,Detroit Pistons,88,Milwaukee Bucks,109,"12,319",BMO Harris Bradley Center
2343,20151123,Philadelphia 76ers,95,Minnesota Timberwolves,100,"11,382",Target Center
2344,20151123,Phoenix Suns,84,San Antonio Spurs,98,"18,418",AT&T Center
2345,20151123,Oklahoma City Thunder,111,Utah Jazz,89,"19,911",Vivint Smart Home Arena
2346,20151124,Indiana Pacers,123,Washington Wizards,106,"15,486",Verizon Center
2347,20151124,Boston Celtics,97,Atlanta Hawks,121,"18,968",Philips Arena
2348,20151124,Dallas Mavericks,96,Memphis Grizzlies,110,"17,381",FedEx Forum
2349,20151124,Los Angeles Clippers,111,Denver Nuggets,94,"13,257",Pepsi Center
2350,20151124,Chicago Bulls,93,Portland Trail Blazers,88,"19,393",Moda Center
2351,20151124,Los Angeles Lakers,77,Golden State Warriors,111,"19,596",Oracle Arena
2352,20151125,Washington Wizards,87,Charlotte Hornets,101,"17,064",Time Warner Cable Arena
2353,20151125,New York Knicks,91,Orlando Magic,100,"18,846",Amway Center
2354,20151125,Philadelphia 76ers,80,Boston Celtics,84,"17,588",TD Garden
2355,20151125,Miami Heat,81,Detroit Pistons,104,"15,119",The Palace of Auburn Hills
2356,20151125,Cleveland Cavaliers,99,Toronto Raptors,103,"20,140",Air Canada Centre
2357,20151125,Memphis Grizzlies,102,Houston Rockets,93,"18,143",Toyota Center
2358,20151125,Sacramento Kings,129,Milwaukee Bucks,118,"14,120",BMO Harris Bradley Center
2359,20151125,Atlanta Hawks,95,Minnesota Timberwolves,99,"14,289",Target Center
2360,20151125,Brooklyn Nets,99,Oklahoma City Thunder,110,"18,203",Chesapeake Energy Arena
2361,20151125,Dallas Mavericks,83,San Antonio Spurs,88,"18,418",AT&T Center
2362,20151125,New Orleans Pelicans,120,Phoenix Suns,114,"16,338",Talking Stick Resort Arena
2363,20151125,Utah Jazz,102,Los Angeles Clippers,91,"19,060",STAPLES Center
2364,20151127,Cleveland Cavaliers,95,Charlotte Hornets,90,"19,093",Time Warner Cable Arena
2365,20151127,Milwaukee Bucks,90,Orlando Magic,114,"16,317",Amway Center
2366,20151127,Washington Wizards,78,Boston Celtics,111,"18,624",TD Garden
2367,20151127,Miami Heat,97,New York Knicks,78,"19,812",Madison Square Garden (IV)
2368,20151127,Philadelphia 76ers,114,Houston Rockets,116,"17,306",Toyota Center
2369,20151127,Chicago Bulls,92,Indiana Pacers,104,"18,165",Bankers Life Fieldhouse
2370,20151127,Atlanta Hawks,116,Memphis Grizzlies,101,"17,684",FedEx Forum
2371,20151127,Detroit Pistons,87,Oklahoma City Thunder,103,"18,203",Chesapeake Energy Arena
2372,20151127,San Antonio Spurs,91,Denver Nuggets,80,"17,121",Pepsi Center
2373,20151127,Golden State Warriors,135,Phoenix Suns,116,"18,055",Talking Stick Resort Arena
2374,20151127,Minnesota Timberwolves,101,Sacramento Kings,91,"17,317",Sleep Train Arena
2375,20151127,New Orleans Pelicans,90,Los Angeles Clippers,111,"19,162",STAPLES Center
2376,20151128,Toronto Raptors,84,Washington Wizards,82,"16,841",Verizon Center
2377,20151128,Brooklyn Nets,88,Cleveland Cavaliers,90,"20,562",Quicken Loans Arena
2378,20151128,Denver Nuggets,81,Dallas Mavericks,92,"20,339",American Airlines Center
2379,20151128,Atlanta Hawks,88,San Antonio Spurs,108,"18,418",AT&T Center
2380,20151128,New Orleans Pelicans,87,Utah Jazz,101,"19,911",Vivint Smart Home Arena
2381,20151128,Los Angeles Lakers,96,Portland Trail Blazers,108,"20,019",Moda Center
2382,20151128,Sacramento Kings,101,Golden State Warriors,120,"19,596",Oracle Arena
2383,20151129,Milwaukee Bucks,82,Charlotte Hornets,87,"14,224",Time Warner Cable Arena
2384,20151129,Minnesota Timberwolves,99,Los Angeles Clippers,107,"19,060",STAPLES Center
2385,20151129,Detroit Pistons,83,Brooklyn Nets,87,"12,823",Barclays Center
2386,20151129,Philadelphia 76ers,84,Memphis Grizzlies,92,"15,322",FedEx Forum
2387,20151129,Boston Celtics,91,Orlando Magic,110,"16,209",Amway Center
2388,20151129,Phoenix Suns,107,Toronto Raptors,102,"19,800",Air Canada Centre
2389,20151129,Houston Rockets,116,New York Knicks,111,"19,812",Madison Square Garden (IV)
2390,20151129,Indiana Pacers,107,Los Angeles Lakers,103,"18,997",STAPLES Center
2391,20151130,Houston Rockets,105,Detroit Pistons,116,"14,818",The Palace of Auburn Hills
2392,20151130,Boston Celtics,105,Miami Heat,95,"19,600",AmericanAirlines Arena
2393,20151130,Oklahoma City Thunder,100,Atlanta Hawks,106,"17,768",Philips Arena
2394,20151130,San Antonio Spurs,89,Chicago Bulls,92,"21,909",United Center
2395,20151130,Denver Nuggets,74,Milwaukee Bucks,92,"10,187",BMO Harris Bradley Center
2396,20151130,Golden State Warriors,106,Utah Jazz,103,"19,911",Vivint Smart Home Arena
2397,20151130,Dallas Mavericks,98,Sacramento Kings,112,"16,937",Sleep Train Arena
2398,20151130,Portland Trail Blazers,87,Los Angeles Clippers,102,"19,060",STAPLES Center
2399,20151201,Washington Wizards,97,Cleveland Cavaliers,85,"20,562",Quicken Loans Arena
2400,20151201,Los Angeles Lakers,91,Philadelphia 76ers,103,"20,510",Wells Fargo Center
2401,20151201,Phoenix Suns,91,Brooklyn Nets,94,"12,787",Barclays Center
2402,20151201,Orlando Magic,96,Minnesota Timberwolves,93,"10,694",Target Center
2403,20151201,Memphis Grizzlies,113,New Orleans Pelicans,104,"16,020",Smoothie King Center
2404,20151201,Dallas Mavericks,115,Portland Trail Blazers,112,"19,393",Moda Center
2405,20151202,Golden State Warriors,116,Charlotte Hornets,99,"19,542",Time Warner Cable Arena
2406,20151202,Los Angeles Lakers,108,Washington Wizards,104,"20,356",Verizon Center
2407,20151202,Phoenix Suns,122,Detroit Pistons,127,"13,985",The Palace of Auburn Hills
2408,20151202,Philadelphia 76ers,87,New York Knicks,99,"19,812",Madison Square Garden (IV)
2409,20151202,Toronto Raptors,96,Atlanta Hawks,86,"12,559",Philips Arena
2410,20151202,Denver Nuggets,90,Chicago Bulls,99,"21,349",United Center
2411,20151202,New Orleans Pelicans,101,Houston Rockets,108,"17,339",Toyota Center
2412,20151202,Milwaukee Bucks,70,San Antonio Spurs,95,"18,418",AT&T Center
2413,20151202,Indiana Pacers,103,Los Angeles Clippers,91,"19,060",STAPLES Center
2414,20151203,Oklahoma City Thunder,95,Miami Heat,97,"19,600",AmericanAirlines Arena
